id,username,created_at,lng,lat,text
1517732821267369986,4renrae,Sat Apr 23 05:11:17 +0000 2022,-80.926628,33.6311395,MONEY TREES
1517732822496260096,riteciammundo,Sat Apr 23 05:11:17 +0000 2022,-98.15241900000001,26.3475255,saw something that would’ve made the old me mad but i’m not🥹 &amp; that’s on growth
1517732823586594816,MsLaineyG,Sat Apr 23 05:11:17 +0000 2022,-110.9155735,32.1893905,This 👇🏼
1517732824148815872,JessB_H2OWx,Sat Apr 23 05:11:18 +0000 2022,-100.247165,44.2125075,"Ugh, autocorrect 🙄. *right."
1517732826237796352,Fonziie,Sat Apr 23 05:11:18 +0000 2022,-122.2286855,37.791994,Idk if I’ll ever get over this! 😍 @the_symonee I appreciate you always being authentically you! 👏🏼
1517732826233323520,st3ve_13,Sat Apr 23 05:11:18 +0000 2022,-80.19641200000001,25.911113,BIG FUCKING NY METS LETS GOOOOOOOOO NY
1517732826673778688,aubsbunny,Sat Apr 23 05:11:18 +0000 2022,-97.754724,30.323345500000002,@jjlgoogie7 ROOMIIIEEEE 🥲💜
1517732828464648193,suebeeak,Sat Apr 23 05:11:19 +0000 2022,-149.7587945,61.2350425,@StarAdvertiser Bad photo. She’s got her nose hanging out
1517732829316239361,mesprime,Sat Apr 23 05:11:19 +0000 2022,-84.433106,33.7671945,@bobby_daking Join my cause!!
1517732830238830592,JoseWanKen1,Sat Apr 23 05:11:19 +0000 2022,-117.02246299999999,32.633767,@HeyItsHector_ Once I saw the flash I knew what to do 😂😂
1517732830419333120,KingKavon1111,Sat Apr 23 05:11:19 +0000 2022,-73.9487755,40.655138,Yo this crowd was mid AF 🤦🏽‍♂️
1517732831249674240,travantidagreat,Sat Apr 23 05:11:19 +0000 2022,-115.0611275,36.184754,@LindseyCreated I would of went 2 jail my dam self I would punch 👊🏾👊🏾 tha shit out of her facts
1517732832570978304,RRoberts96,Sat Apr 23 05:11:20 +0000 2022,-82.9328535,39.60431,Tyler Erb takes Night 1 of The Outlaw Invasion in The Buckeye State. Erb held off BShepp to take the win with Josh… https://t.co/2Aar0THMXT
1517732834630418432,SamiCappola,Sat Apr 23 05:11:20 +0000 2022,-75.77004099999999,42.746617,@whoremond I was in Fredonia anyways
1517732837012779008,djmtraxxx,Sat Apr 23 05:11:21 +0000 2022,-84.3889,33.7566,"Just posted a photo @ Atlanta, Georgia https://t.co/ZTaL1mq48c"
